Product Name,Normalized Name,Customer,Promo Discount,paxCode,Customer Reference,start_month,end_month
DARK SOULS: REMASTERED,dark_souls_remastered,Sonkwo,0.5,PAX0009575522,E02716,2026-04,2026-04
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,All,0.5,PAX0006971122,E01927,2024-11,2025-03
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,All,0.5,PAX0006971122,E01927,2025-05,2025-05
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,Heybox,0.5,PAX0006971122,E01927,2025-09,2025-12
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,Heybox,0.5,PAX0006971122,E01927,2026-02,2026-02
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,Heybox,0.5,PAX0006971122,E01927,2026-04,2026-04
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,Sonkwo,0.5,PAX0006971122,E01927,2025-09,2025-10
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,Sonkwo,0.5,PAX0006971122,E01927,2026-02,2026-02
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,Sonkwo,0.5,PAX0006971122,E01927,2026-04,2026-04
DEATH NOTE Killer Within,death_note_killer_within,All,0.25,,,2024-12,2025-01
DEATH NOTE Killer Within,death_note_killer_within,All,0.2,,,2025-01,2025-03
DEATH NOTE Killer Within,death_note_killer_within,All,0.25,,,2025-06,2025-06
DEATH NOTE Killer Within,death_note_killer_within,All,0.35,,,2025-06,2025-06
DEATH NOTE Killer Within,death_note_killer_within,Heybox,0.35,,,2025-07,2026-01
DEATH NOTE Killer Within,death_note_killer_within,Heybox,0.5,,,2026-01,2026-04
DEATH NOTE Killer Within,death_note_killer_within,Sonkwo,0.5,,,2026-02,2026-03
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,All,0.25,,,2025-01,2025-01
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,All,0.2,,,2025-02,2025-03
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,Heybox,0.35,,,2025-07,2025-10
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,Heybox,0.5,,,2025-11,2025-11
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,Heybox,0.35,,,2025-12,2026-01
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,Heybox,0.5,,,2026-02,2026-04
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,Sonkwo,0.5,,,2026-02,2026-02
DORAEMON STORY OF SEASONS,doraemon_story_of_seasons,All,0.5,PAX0010731760,E03496,2024-11,2025-03
DORAEMON STORY OF SEASONS,doraemon_story_of_seasons,All,0.6,PAX0010731760,E03496,2025-04,2025-06
DORAEMON STORY OF SEASONS,doraemon_story_of_seasons,Heybox,0.6,PAX0010731760,E03496,2025-07,2026-04
DORAEMON STORY OF SEASONS,doraemon_story_of_seasons,Sonkwo,0.6,PAX0010731760,E03496,2026-01,2026-03
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,All,0.2984,,,2024-11,2024-11
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,All,0.3,,,2024-12,2025-03
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,All,0.45,,,2025-04,2025-06
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,Heybox,0.45,,,2025-07,2025-09
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,Heybox,0.5,,,2025-09,2026-04
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,Sonkwo,0.45,,,2025-07,2025-07
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,Sonkwo,0.5,,,2025-12,2026-02
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,All,0.2989,PAX0012561776,E05733,2024-11,2024-11
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,All,0.3,PAX0012561776,E05733,2024-12,2025-03
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,All,0.45,PAX0012561776,E05733,2025-04,2025-06
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,Heybox,0.45,PAX0012561776,E05733,2025-07,2025-10
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,Heybox,0.5,PAX0012561776,E05733,2025-09,2026-04
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,Sonkwo,0.45,PAX0012561776,E05733,2025-10,2025-10
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,Sonkwo,0.5,PAX0012561776,E05733,2025-11,2026-01
DRAGON BALL FighterZ,dragon_ball_fighterz,All,0.5556,PAX0009332320,E02533,2024-11,2024-11
DRAGON BALL FighterZ,dragon_ball_fighterz,All,0.56,PAX0009332320,E02533,2025-01,2025-03
DRAGON BALL FighterZ,dragon_ball_fighterz,All,0.84,PAX0009332320,E02533,2025-04,2025-06
DRAGON BALL FighterZ,dragon_ball_fighterz,Heybox,0.84,PAX0009332320,E02533,2025-07,2026-02
DRAGON BALL FighterZ,dragon_ball_fighterz,Heybox,0.84,PAX0009332320,E02533,2026-04,2026-04
DRAGON BALL FighterZ,dragon_ball_fighterz,Sonkwo,0.84,PAX0009332320,E02533,2025-07,2025-07
DRAGON BALL FighterZ,dragon_ball_fighterz,Sonkwo,0.84,PAX0009332320,E02533,2025-10,2026-02
DRAGON BALL FighterZ,dragon_ball_fighterz,Sonkwo,0.84,PAX0009332320,E02533,2026-04,2026-04
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,All,0.7047,PAX0009410826,E02595,2024-11,2024-11
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,All,0.7,PAX0009410826,E02595,2024-12,2025-03
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,All,0.84,PAX0009410826,E02595,2025-04,2025-06
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,Heybox,0.84,PAX0009410826,E02595,2025-07,2026-04
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,Sonkwo,0.84,PAX0009410826,E02595,2025-11,2025-11
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,Sonkwo,0.84,PAX0009410826,E02595,2026-01,2026-02
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,Sonkwo,0.88,PAX0009410826,E02595,2026-02,2026-02
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,Sonkwo,0.84,PAX0009410826,E02595,2026-04,2026-04
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,All,0.603,PAX0013747526,E02596,2024-11,2024-11
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,All,0.64,PAX0013747526,E02596,2024-12,2025-03
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,All,0.75,PAX0013747526,E02596,2025-04,2025-06
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,Heybox,0.75,PAX0013747526,E02596,2025-07,2026-04
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,Heybox,0.64,PAX0013747526,E02596,2025-10,2025-11
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,Sonkwo,0.75,PAX0013747526,E02596,2025-07,2025-07
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,Sonkwo,0.75,PAX0013747526,E02596,2025-10,2026-04
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,All,0.102,,,2024-11,2024-11
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,All,0.0999999999999999,,,2024-12,2025-03
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,All,0.7,,,2025-04,2025-04
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,All,0.7,,,2025-06,2025-06
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,Heybox,0.7,,,2025-08,2026-04
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,Heybox,0.5,,,2025-10,2025-11
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,Sonkwo,0.7,,,2025-07,2025-07
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,Sonkwo,0.7,,,2025-10,2026-04
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,All,0.5556,PAX0012760472,E02036,2024-11,2024-11
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,All,0.5,PAX0012760472,E02036,2024-12,2025-03
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,All,0.6,PAX0012760472,E02036,2025-04,2025-06
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,Heybox,0.6,PAX0012760472,E02036,2025-07,2026-01
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,Heybox,0.5,PAX0012760472,E02036,2025-10,2026-01
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,Heybox,0.75,PAX0012760472,E02036,2026-02,2026-04
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,Sonkwo,0.6,PAX0012760472,E02036,2025-07,2025-07
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,Sonkwo,0.6,PAX0012760472,E02036,2025-11,2025-11
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,Sonkwo,0.75,PAX0012760472,E02036,2026-02,2026-04
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,All,0.6452,PAX0008452536,E06308,2024-11,2024-11
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,All,0.5,PAX0008452536,E06308,2024-12,2025-06
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,Heybox,0.5,PAX0008452536,E06308,2025-07,2026-01
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,Heybox,0.6,PAX0008452536,E06308,2026-02,2026-04
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,Sonkwo,0.5,PAX0008452536,E06308,2025-07,2025-07
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,Sonkwo,0.5,PAX0008452536,E06308,2025-10,2026-01
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,Sonkwo,0.6,PAX0008452536,E06308,2026-02,2026-04
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Heybox,0.2,PAX0010474210,L00114,2025-09,2025-11
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Heybox,0.35,PAX0010474210,L00114,2025-12,2025-12
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Heybox,0.35,PAX0010474210,L00114,2026-02,2026-02
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Heybox,0.4,PAX0010474210,L00114,2026-02,2026-04
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Heybox,0.35,PAX0010474210,L00114,2026-04,2026-04
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Sonkwo,0.75,PAX0010474210,L00114,2025-10,2025-10
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Sonkwo,0.2,PAX0010474210,L00114,2025-11,2025-11
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Sonkwo,0.35,PAX0010474210,L00114,2025-12,2026-01
DRAGON BALL Z : KAKAROT - MASTER EDITION,dragon_ball_z_kakarot_master,Sonkwo,0.4,PAX0010474210,L00114,2026-02,2026-04
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,All,0.7047,,,2024-11,2024-11
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,All,0.7,,,2024-12,2025-03
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,All,0.75,,,2025-04,2025-06
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,Heybox,0.75,,,2025-07,2025-07
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,Heybox,0.25,,,2025-09,2026-04
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,Heybox,0.75,,,2025-10,2025-10
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,Sonkwo,0.75,,,2025-07,2025-07
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,Sonkwo,0.75,,,2025-10,2025-10
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,Sonkwo,0.25,,,2025-11,2026-04
DRAGON BALL Z: KAKAROT - DAIMA EDITION,dragon_ball_z_kakarot_daima,Heybox,0.2,PAX0015502742,L00113,2025-09,2025-12
DRAGON BALL Z: KAKAROT - DAIMA EDITION,dragon_ball_z_kakarot_daima,Heybox,0.3,PAX0015502742,L00113,2025-12,2026-01
DRAGON BALL Z: KAKAROT - DAIMA EDITION,dragon_ball_z_kakarot_daima,Heybox,0.4,PAX0015502742,L00113,2026-02,2026-04
DRAGON BALL Z: KAKAROT - DAIMA EDITION,dragon_ball_z_kakarot_daima,Heybox,0.3,PAX0015502742,L00113,2026-03,2026-04
DRAGON BALL Z: KAKAROT - DAIMA EDITION,dragon_ball_z_kakarot_daima,Sonkwo,0.77,PAX0015502742,L00113,2025-10,2025-10
DRAGON BALL Z: KAKAROT - DAIMA EDITION,dragon_ball_z_kakarot_daima,Sonkwo,0.3,PAX0015502742,L00113,2026-01,2026-01
DRAGON BALL Z: KAKAROT - DAIMA EDITION,dragon_ball_z_kakarot_daima,Sonkwo,0.4,PAX0015502742,L00113,2026-02,2026-04
DRAGON BALL Z: KAKAROT Deluxe Edition,dragon_ball_z_kakarot_deluxe,All,0.7714,PAX0010489986,E03730,2024-11,2024-11
DRAGON BALL Z: KAKAROT Deluxe Edition,dragon_ball_z_kakarot_deluxe,All,0.77,PAX0010489986,E03730,2024-12,2025-06
DRAGON BALL Z: KAKAROT Deluxe Edition,dragon_ball_z_kakarot_deluxe,Heybox,0.77,PAX0010489986,E03730,2025-07,2025-07
DRAGON BALL Z: KAKAROT Deluxe Edition,dragon_ball_z_kakarot_deluxe,Sonkwo,0.77,PAX0010489986,E03730,2025-07,2025-07
DRAGON BALL Z: KAKAROT Legendary Edition,dragon_ball_z_kakarot_legendary,All,0.751,PAX0012673398,E06163,2024-11,2024-11
DRAGON BALL Z: KAKAROT Legendary Edition,dragon_ball_z_kakarot_legendary,All,0.75,PAX0012673398,E06163,2024-12,2025-06
DRAGON BALL Z: KAKAROT Legendary Edition,dragon_ball_z_kakarot_legendary,Heybox,0.75,PAX0012673398,E06163,2025-07,2025-07
DRAGON BALL Z: KAKAROT Legendary Edition,dragon_ball_z_kakarot_legendary,Sonkwo,0.75,PAX0012673398,E06163,2025-07,2025-07
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,All,0.25,PAX0013753680,E06127,2025-04,2025-06
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,All,0.3,PAX0013753680,E06127,2025-06,2025-06
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,Heybox,0.3,PAX0013753680,E06127,2025-07,2025-09
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,Heybox,0.43,PAX0013753680,E06127,2025-09,2025-11
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,Heybox,0.48,PAX0013753680,E06127,2025-12,2025-12
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,Heybox,0.43,PAX0013753680,E06127,2026-01,2026-01
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,Heybox,0.5,PAX0013753680,E06127,2026-02,2026-04
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,Sonkwo,0.5,PAX0013753680,E06127,2026-03,2026-03
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,All,0.2,PAX0013795602,E06634,2025-04,2025-06
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,All,0.3,PAX0013795602,E06634,2025-06,2025-06
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,Heybox,0.3,PAX0013795602,E06634,2025-07,2025-09
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,Heybox,0.4,PAX0013795602,E06634,2025-09,2025-11
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,Heybox,0.3,PAX0013795602,E06634,2025-12,2026-01
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,Heybox,0.5,PAX0013795602,E06634,2026-01,2026-04
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,Heybox,0.46,PAX0013795602,E06634,2026-02,2026-02
DRAGON BALL: Sparking! ZERO Ultimate Edition,dragon_ball_sparking_zero_ultimate,All,0.2,PAX0014117378,E06655,2025-04,2025-06
DRAGON BALL: Sparking! ZERO Ultimate Edition,dragon_ball_sparking_zero_ultimate,Heybox,0.2,PAX0014117378,E06655,2025-07,2025-09
DRAGON BALL: Sparking! ZERO Ultimate Edition,dragon_ball_sparking_zero_ultimate,Heybox,0.4,PAX0014117378,E06655,2025-10,2026-01
DRAGON BALL: Sparking! ZERO Ultimate Edition,dragon_ball_sparking_zero_ultimate,Heybox,0.46,PAX0014117378,E06655,2026-02,2026-02
DRAGON BALL: Sparking! ZERO Ultimate Edition,dragon_ball_sparking_zero_ultimate,Heybox,0.5,PAX0014117378,E06655,2026-02,2026-04
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,All,0.102,PAX0012529510,E05011,2024-11,2024-11
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,All,0.0999999999999999,PAX0012529510,E05011,2025-01,2025-01
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,All,0.1,PAX0012529510,E05011,2025-03,2025-03
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,All,0.75,PAX0012529510,E05011,2025-04,2025-06
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,Heybox,0.75,PAX0012529510,E05011,2025-07,2025-11
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,Heybox,0.72,PAX0012529510,E05011,2025-12,2026-01
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,Heybox,0.75,PAX0012529510,E05011,2026-02,2026-04
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,Sonkwo,0.75,PAX0012529510,E05011,2025-07,2025-07
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,Sonkwo,0.75,PAX0012529510,E05011,2026-02,2026-02
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,All,0.4054,PAX0012527878,E05644,2024-11,2024-11
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,All,0.41,PAX0012527878,E05644,2025-03,2025-03
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,All,0.75,PAX0012527878,E05644,2025-04,2025-06
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,Heybox,0.75,PAX0012527878,E05644,2025-07,2026-01
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,Heybox,0.85,PAX0012527878,E05644,2026-02,2026-02
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,Heybox,0.75,PAX0012527878,E05644,2026-03,2026-04
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,Sonkwo,0.75,PAX0012527878,E05644,2025-07,2025-07
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,Sonkwo,0.75,PAX0012527878,E05644,2026-01,2026-01
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,Sonkwo,0.85,PAX0012527878,E05644,2026-02,2026-02
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,All,0.614,PAX0010995022,E05368,2024-11,2024-11
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,All,0.61,PAX0010995022,E05368,2024-12,2025-03
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,All,0.9,PAX0010995022,E05368,2025-04,2025-04
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,All,0.9,PAX0010995022,E05368,2025-06,2025-06
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Heybox,0.9,PAX0010995022,E05368,2025-08,2025-09
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Heybox,0.9,PAX0010995022,E05368,2025-11,2025-11
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Heybox,0.8,PAX0010995022,E05368,2025-12,2025-12
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Heybox,0.88,PAX0010995022,E05368,2025-12,2026-01
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Heybox,0.8,PAX0010995022,E05368,2026-02,2026-02
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Heybox,0.9,PAX0010995022,E05368,2026-02,2026-04
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Sonkwo,0.9,PAX0010995022,E05368,2025-07,2025-07
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Sonkwo,0.9,PAX0010995022,E05368,2025-10,2025-10
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Sonkwo,0.87,PAX0010995022,E05368,2025-11,2025-11
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Sonkwo,0.88,PAX0010995022,E05368,2025-12,2026-01
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,Sonkwo,0.9,PAX0010995022,E05368,2026-02,2026-04
Digimon Story Time Stranger,digimon_story_time_stranger,Heybox,0.3,PAX0014830086,E03053,2025-12,2025-12
Digimon Story Time Stranger,digimon_story_time_stranger,Heybox,0.2,PAX0014830086,E03053,2026-01,2026-01
Digimon Story Time Stranger,digimon_story_time_stranger,Heybox,0.25,PAX0014830086,E03053,2026-02,2026-02
Digimon Story Time Stranger,digimon_story_time_stranger,Heybox,0.3,PAX0014830086,E03053,2026-02,2026-04
Digimon Story Time Stranger,digimon_story_time_stranger,Sonkwo,0.2,PAX0014830086,E03053,2025-12,2026-01
Digimon Story Time Stranger,digimon_story_time_stranger,Sonkwo,0.3,PAX0014830086,E03053,2026-02,2026-04
Digimon Story Time Stranger Deluxe Edition,digimon_story_time_stranger_deluxe,Heybox,0.3,PAX0014928822,L00115,2025-12,2025-12
Digimon Story Time Stranger Deluxe Edition,digimon_story_time_stranger_deluxe,Heybox,0.2,PAX0014928822,L00115,2026-01,2026-02
Digimon Story Time Stranger Deluxe Edition,digimon_story_time_stranger_deluxe,Heybox,0.25,PAX0014928822,L00115,2026-02,2026-04
Digimon Story Time Stranger Deluxe Edition,digimon_story_time_stranger_deluxe,Sonkwo,0.2,PAX0014928822,L00115,2025-12,2026-02
Digimon Story Time Stranger Deluxe Edition,digimon_story_time_stranger_deluxe,Sonkwo,0.25,PAX0014928822,L00115,2026-03,2026-03
Digimon Story Time Stranger Ultimate Edition,digimon_story_time_stranger_ultimate,Heybox,0.3,PAX0014928856,L00116,2025-12,2025-12
Digimon Story Time Stranger Ultimate Edition,digimon_story_time_stranger_ultimate,Heybox,0.2,PAX0014928856,L00116,2026-01,2026-01
Digimon Story Time Stranger Ultimate Edition,digimon_story_time_stranger_ultimate,Heybox,0.25,PAX0014928856,L00116,2026-02,2026-04
Digimon Story Time Stranger Ultimate Edition,digimon_story_time_stranger_ultimate,Sonkwo,0.2,PAX0014928856,L00116,2025-12,2026-01
Digimon Story Time Stranger Ultimate Edition,digimon_story_time_stranger_ultimate,Sonkwo,0.25,PAX0014928856,L00116,2026-02,2026-04
Digimon Survive,digimon_survive,All,0.7047,PAX0012413910,E05471,2024-11,2024-11
Digimon Survive,digimon_survive,All,0.7,PAX0012413910,E05471,2024-12,2025-01
Digimon Survive,digimon_survive,All,0.7,PAX0012413910,E05471,2025-03,2025-03
Digimon Survive,digimon_survive,All,0.84,PAX0012413910,E05471,2025-04,2025-06
Digimon Survive,digimon_survive,Heybox,0.75,PAX0012413910,E05471,2025-07,2025-07
Digimon Survive,digimon_survive,Heybox,0.84,PAX0012413910,E05471,2025-07,2026-04
Digimon Survive,digimon_survive,Sonkwo,0.84,PAX0012413910,E05471,2025-07,2025-07
Digimon Survive,digimon_survive,Sonkwo,0.84,PAX0012413910,E05471,2025-10,2026-04
Digimon World: Next Order,digimon_world_next_order,All,0.6452,PAX0012723344,E04521,2024-11,2024-11
Digimon World: Next Order,digimon_world_next_order,All,0.64,PAX0012723344,E04521,2025-01,2025-01
Digimon World: Next Order,digimon_world_next_order,All,0.64,PAX0012723344,E04521,2025-03,2025-03
Digimon World: Next Order,digimon_world_next_order,All,0.84,PAX0012723344,E04521,2025-04,2025-04
Digimon World: Next Order,digimon_world_next_order,All,0.84,PAX0012723344,E04521,2025-06,2025-06
Digimon World: Next Order,digimon_world_next_order,Heybox,0.84,PAX0012723344,E04521,2025-07,2026-04
Digimon World: Next Order,digimon_world_next_order,Sonkwo,0.84,PAX0012723344,E04521,2025-07,2025-07
Digimon World: Next Order,digimon_world_next_order,Sonkwo,0.84,PAX0012723344,E04521,2025-10,2026-03
EVERYBODY'S GOLF HOT SHOTS,everybody_s_golf_hot_shots,Heybox,0.25,PAX0014836172,L00036,2025-12,2026-04
EVERYBODY'S GOLF HOT SHOTS,everybody_s_golf_hot_shots,Sonkwo,0.25,PAX0014836172,L00036,2025-12,2026-01
GOD EATER 2 Rage Burst,god_eater_2_rage_burst,All,0.6716,PAX0009309268,E05369,2024-11,2024-11
GOD EATER 2 Rage Burst,god_eater_2_rage_burst,All,0.9,PAX0009309268,E05369,2024-12,2025-04
