customer_reference,date,quantity,price,currency
E05733,2025-07,65,191.0,CNY
E05733,2025-08,31,191.0,CNY
E05733,2025-09,13,174.0,CNY
E05733,2025-09,32,191.0,CNY
E05733,2025-10,1,348.0,CNY
E05733,2025-10,27,174.0,CNY
E05733,2025-10,26,191.0,CNY
E05733,2025-11,1,348.0,CNY
E05733,2025-11,20,174.0,CNY
E05733,2025-12,23,174.0,CNY
E05733,2026-01,13,174.0,CNY
E05733,2026-02,27,174.0,CNY
E05733,2026-03,24,174.0,CNY
E05733,2026-04,1,348.0,CNY
E05733,2026-04,11,174.0,CNY
E05733,2026-05,19,174.0,CNY
E05733,2026-06,46,139.0,CNY
