customer_reference,date,quantity,price,currency
E03350,2025-08,3000,23.0,CNY
E03350,2025-09,15,23.0,CNY
E03350,2025-10,2,39.0,CNY
E03350,2025-10,75,23.0,CNY
E03350,2025-10,1,49.0,CNY
E03350,2025-11,243,23.0,CNY
E03350,2025-11,3,49.0,CNY
E03350,2025-12,3,49.0,CNY
E03350,2025-12,120,27.0,CNY
E03350,2026-01,16,27.0,CNY
E03350,2026-01,2,49.0,CNY
E03350,2026-02,111,23.0,CNY
E03350,2026-03,50,23.0,CNY
E03350,2026-03,3,49.0,CNY
E03350,2026-04,2,49.0,CNY
E03350,2026-04,51,23.0,CNY
E03350,2026-05,61,23.0,CNY
E03350,2026-06,405,23.0,CNY
