customer_reference,date,quantity,price,currency
E06307,2025-07,1063,149.0,CNY
E06307,2025-08,1013,149.0,CNY
E06307,2025-08,1,428.0,CNY
E06307,2025-09,691,149.0,CNY
E06307,2025-10,465,149.0,CNY
E06307,2025-11,5,428.0,CNY
E06307,2025-11,164,149.0,CNY
E06307,2025-12,201,149.0,CNY
E06307,2026-01,2,428.0,CNY
E06307,2026-01,57,149.0,CNY
E06307,2026-02,1134,98.0,CNY
E06307,2026-02,4,149.0,CNY
E06307,2026-03,3,428.0,CNY
E06307,2026-03,177,149.0,CNY
E06307,2026-04,1,428.0,CNY
E06307,2026-04,163,149.0,CNY
E06307,2026-05,129,149.0,CNY
E06307,2026-06,86,149.0,CNY
