customer_reference,date,quantity,price,currency
E05707,2025-10,989,178.0,CNY
E05707,2025-11,140,142.0,CNY
E05707,2025-11,124,178.0,CNY
E05707,2025-12,26,178.0,CNY
E05707,2025-12,166,124.0,CNY
E05707,2026-01,65,124.0,CNY
E05707,2026-01,36,178.0,CNY
E05707,2026-02,242,124.0,CNY
E05707,2026-02,20,178.0,CNY
E05707,2026-03,77,124.0,CNY
E05707,2026-03,31,178.0,CNY
E05707,2026-04,11,178.0,CNY
E05707,2026-04,101,124.0,CNY
E05707,2026-05,3,178.0,CNY
E05707,2026-05,81,124.0,CNY
E05707,2026-06,185,89.0,CNY
E05707,2026-06,18,178.0,CNY
E05707,2026-06,33,165.0,CNY
E05707,2025-12,5,182.0,CNY
E05707,2025-10,3397,182.0,CNY
E05707,2025-11,31,182.0,CNY
E05707,2026-01,6,182.0,CNY
E05707,2026-02,64,124.0,CNY
E05707,2026-02,4,182.0,CNY
E05707,2026-02,7,137.0,CNY
E05707,2026-03,24,124.0,CNY
E05707,2026-03,54,165.0,CNY
E05707,2026-04,23,165.0,CNY
E05707,2026-04,23,124.0,CNY
E05707,2026-05,24,165.0,CNY
