customer_reference,date,quantity,price,currency
E06160,2025-07,102,98.0,CNY
E06160,2025-08,47,98.0,CNY
E06160,2025-09,55,98.0,CNY
E06160,2025-10,5,149.0,CNY
E06160,2025-10,71,98.0,CNY
E06160,2025-11,1,298.0,CNY
E06160,2025-11,40,98.0,CNY
E06160,2025-12,22,149.0,CNY
E06160,2026-02,1,168.0,CNY
E06160,2026-02,1773,42.0,CNY
E06160,2026-03,1,168.0,CNY
E06160,2026-03,82,67.0,CNY
E06160,2026-04,103,67.0,CNY
E06160,2026-04,579,42.0,CNY
E06160,2026-05,932,42.0,CNY
E06160,2026-06,106,67.0,CNY
