customer_reference,date,quantity,price,currency
E05368,2025-08,5000,22.0,CNY
E05368,2025-09,8000,22.0,CNY
E05368,2025-10,2,228.0,CNY
E05368,2025-11,3,228.0,CNY
E05368,2025-11,7045,22.0,CNY
E05368,2025-12,9,228.0,CNY
E05368,2025-12,208,45.0,CNY
E05368,2025-12,1175,27.0,CNY
E05368,2026-01,630,27.0,CNY
E05368,2026-02,1,228.0,CNY
E05368,2026-02,71,45.0,CNY
E05368,2026-02,8458,22.0,CNY
E05368,2026-03,1,228.0,CNY
E05368,2026-03,397,22.0,CNY
E05368,2026-04,74,22.0,CNY
E05368,2026-05,575,22.0,CNY
E05368,2026-05,2,228.0,CNY
E05368,2026-05,114,45.0,CNY
E05368,2026-06,2,228.0,CNY
E05368,2026-06,729,22.0,CNY
