customer_reference,date,quantity,price,currency
E05371,2025-07,145,173.0,CNY
E05371,2025-08,127,173.0,CNY
E05371,2025-08,3,274.0,CNY
E05371,2025-09,207,173.0,CNY
E05371,2025-10,30,253.0,CNY
E05371,2025-10,11,198.0,CNY
E05371,2025-10,1,376.0,CNY
E05371,2025-11,13,253.0,CNY
E05371,2025-11,4,376.0,CNY
E05371,2025-12,1,376.0,CNY
E05371,2025-12,7,304.0,CNY
E05371,2025-12,4,274.0,CNY
E05371,2025-12,43,173.0,CNY
E05371,2026-01,29,203.0,CNY
E05371,2026-01,3,206.0,CNY
E05371,2026-02,78,110.0,CNY
E05371,2026-02,6,173.0,CNY
E05371,2026-02,5,207.0,CNY
E05371,2026-03,40,201.0,CNY
E05371,2026-03,3,376.0,CNY
E05371,2026-04,6,376.0,CNY
E05371,2026-05,1,206.0,CNY
E05371,2026-05,52,110.0,CNY
E05371,2026-06,33,109.0,CNY
E05371,2026-06,4,206.0,CNY
