customer_reference,date,quantity,price,currency
E06634,2025-07,1,478.0,CNY
E06634,2025-07,267,334.0,CNY
E06634,2025-08,2,478.0,CNY
E06634,2025-08,102,334.0,CNY
E06634,2025-09,163,334.0,CNY
E06634,2025-09,18,286.0,CNY
E06634,2025-10,1,478.0,CNY
E06634,2025-10,191,286.0,CNY
E06634,2025-11,8,478.0,CNY
E06634,2025-11,72,286.0,CNY
E06634,2025-12,3,478.0,CNY
E06634,2025-12,53,334.0,CNY
E06634,2026-01,40,239.0,CNY
E06634,2026-01,12,334.0,CNY
E06634,2026-01,1,478.0,CNY
E06634,2026-02,80,258.0,CNY
E06634,2026-02,36,239.0,CNY
E06634,2026-03,240,239.0,CNY
E06634,2026-03,4,478.0,CNY
E06634,2026-04,1,478.0,CNY
E06634,2026-04,53,239.0,CNY
E06634,2026-05,1,478.0,CNY
E06634,2026-05,159,239.0,CNY
E06634,2026-06,71,239.0,CNY
E06634,2026-06,4,478.0,CNY
