customer_reference,date,quantity,price,currency
E06308,2025-07,209,124.0,CNY
E06308,2025-08,204,124.0,CNY
E06308,2025-09,215,124.0,CNY
E06308,2025-10,154,124.0,CNY
E06308,2025-11,1,248.0,CNY
E06308,2025-11,129,124.0,CNY
E06308,2025-12,1,248.0,CNY
E06308,2025-12,163,124.0,CNY
E06308,2026-01,3,248.0,CNY
E06308,2026-01,20,124.0,CNY
E06308,2026-02,3,248.0,CNY
E06308,2026-02,308,99.0,CNY
E06308,2026-03,2,248.0,CNY
E06308,2026-03,110,99.0,CNY
E06308,2026-04,9,248.0,CNY
E06308,2026-04,90,99.0,CNY
E06308,2026-05,73,99.0,CNY
E06308,2026-06,5,248.0,CNY
E06308,2026-06,4966,24.0,CNY
