customer_reference,date,quantity,price,currency
E06690,2025-07,1,398.0,CNY
E06690,2025-07,13,278.0,CNY
E06690,2025-08,4,398.0,CNY
E06690,2025-09,2,398.0,CNY
E06690,2025-09,6,278.0,CNY
E06690,2025-10,4,398.0,CNY
E06690,2025-10,6,278.0,CNY
E06690,2025-11,3,398.0,CNY
E06690,2025-11,52,238.0,CNY
E06690,2025-12,7,398.0,CNY
E06690,2025-12,42,278.0,CNY
E06690,2026-01,2,398.0,CNY
E06690,2026-01,1,278.0,CNY
E06690,2026-02,101,199.0,CNY
E06690,2026-03,1,398.0,CNY
E06690,2026-03,7,238.0,CNY
E06690,2026-04,11,238.0,CNY
E06690,2026-05,7,238.0,CNY
E06690,2026-05,1,398.0,CNY
E06690,2026-06,1,398.0,CNY
E06690,2026-06,31,159.0,CNY
E06690,2026-06,8,238.0,CNY
