customer_reference,date,quantity,price,currency
E06691,2025-07,2,498.0,CNY
E06691,2025-07,1,498.0,CNY
E06691,2025-08,3,498.0,CNY
E06691,2025-09,17,348.0,CNY
E06691,2025-10,12,348.0,CNY
E06691,2025-10,3,498.0,CNY
E06691,2025-11,14,348.0,CNY
E06691,2025-11,3,498.0,CNY
E06691,2025-12,3,498.0,CNY
E06691,2025-12,66,348.0,CNY
E06691,2026-01,1,348.0,CNY
E06691,2026-01,2,498.0,CNY
E06691,2026-02,2,298.0,CNY
E06691,2026-02,99,249.0,CNY
E06691,2026-03,15,298.0,CNY
E06691,2026-04,22,298.0,CNY
E06691,2026-05,16,298.0,CNY
E06691,2026-05,1,498.0,CNY
E06691,2026-06,8,298.0,CNY
E06691,2026-06,2,498.0,CNY
E06691,2026-06,32,199.0,CNY
