customer_reference,date,quantity,price,currency
E06165,2025-07,95,234.0,CNY
E06165,2025-08,68,234.0,CNY
E06165,2025-09,40,234.0,CNY
E06165,2025-09,184,187.0,CNY
E06165,2025-10,63,187.0,CNY
E06165,2025-10,46,234.0,CNY
E06165,2025-11,3,468.0,CNY
E06165,2025-11,90,187.0,CNY
E06165,2025-11,26,234.0,CNY
E06165,2025-12,167,187.0,CNY
E06165,2026-01,3,468.0,CNY
E06165,2026-01,53,187.0,CNY
E06165,2026-02,1,468.0,CNY
E06165,2026-02,256,187.0,CNY
E06165,2026-03,4,468.0,CNY
E06165,2026-03,114,187.0,CNY
E06165,2026-04,1,468.0,CNY
E06165,2026-04,65,187.0,CNY
E06165,2026-05,4,468.0,CNY
E06165,2026-05,117,187.0,CNY
E06165,2026-06,2,468.0,CNY
E06165,2026-06,69,187.0,CNY
