customer_reference,date,quantity,price,currency
E03528,2025-07,5000,49.0,CNY
E03528,2025-09,2989,49.0,CNY
E03528,2025-10,2165,49.0,CNY
E03528,2025-10,192,49.0,CNY
E03528,2025-11,2,248.0,CNY
E03528,2025-11,842,49.0,CNY
E03528,2025-12,1,248.0,CNY
E03528,2025-12,1278,49.0,CNY
E03528,2026-01,2,248.0,CNY
E03528,2026-01,264,49.0,CNY
E03528,2026-02,3266,49.0,CNY
E03528,2026-03,95,49.0,CNY
E03528,2026-04,861,49.0,CNY
E03528,2026-05,1120,49.0,CNY
E03528,2026-06,1,248.0,CNY
E03528,2026-06,657,49.0,CNY
