customer_reference,date,quantity,price,currency
E06532,2025-07,15,348.0,CNY
E06532,2025-08,1,498.0,CNY
E06532,2025-08,1,348.0,CNY
E06532,2025-08,9,348.0,CNY
E06532,2025-08,1,498.0,CNY
E06532,2025-09,7,308.0,CNY
E06532,2025-09,17,348.0,CNY
E06532,2025-10,9,308.0,CNY
E06532,2025-10,13,348.0,CNY
E06532,2025-11,6,308.0,CNY
E06532,2025-11,1,498.0,CNY
E06532,2025-12,1,498.0,CNY
E06532,2025-12,10,308.0,CNY
E06532,2026-01,1,308.0,CNY
E06532,2026-02,296,149.0,CNY
E06532,2026-03,18,199.0,CNY
E06532,2026-03,1,498.0,CNY
E06532,2026-04,6,199.0,CNY
E06532,2026-05,23,199.0,CNY
E06532,2026-06,6,199.0,CNY
