customer_reference,date,quantity,price,currency
E02716,2025-07,138,198.0,CNY
E02716,2025-08,181,198.0,CNY
E02716,2025-09,97,198.0,CNY
E02716,2025-09,1746,99.0,CNY
E02716,2025-10,32,198.0,CNY
E02716,2025-11,3921,99.0,CNY
E02716,2025-11,34,198.0,CNY
E02716,2025-12,49,198.0,CNY
E02716,2025-12,1089,99.0,CNY
E02716,2026-01,68,198.0,CNY
E02716,2026-02,8480,99.0,CNY
E02716,2026-02,31,198.0,CNY
E02716,2026-03,26,198.0,CNY
E02716,2026-04,52,198.0,CNY
E02716,2026-04,3657,99.0,CNY
E02716,2026-05,75,198.0,CNY
E02716,2026-06,95,198.0,CNY
