customer_reference,date,quantity,price,currency
E05700,2025-07,165,124.0,CNY
E05700,2025-08,132,124.0,CNY
E05700,2025-09,174,124.0,CNY
E05700,2025-10,123,124.0,CNY
E05700,2025-11,6,124.0,CNY
E05700,2025-11,3,248.0,CNY
E05700,2025-12,307,124.0,CNY
E05700,2026-01,6,124.0,CNY
E05700,2026-01,1,248.0,CNY
E05700,2026-02,1,248.0,CNY
E05700,2026-02,47,99.0,CNY
E05700,2026-02,215,99.0,CNY
E05700,2026-03,2,248.0,CNY
E05700,2026-03,87,99.0,CNY
E05700,2026-04,1,248.0,CNY
E05700,2026-04,4,168.0,CNY
E05700,2026-04,85,99.0,CNY
E05700,2026-05,74,100.0,CNY
E05700,2026-05,4,168.0,CNY
E05700,2026-06,66,100.0,CNY
E05700,2026-06,3,168.0,CNY
