customer_reference,date,quantity,price,currency
E06132,2025-07,2,298.0,CNY
E06132,2025-07,2,298.0,CNY
E06132,2025-08,2,298.0,CNY
E06132,2025-09,9,208.0,CNY
E06132,2025-09,4,298.0,CNY
E06132,2025-10,7,208.0,CNY
E06132,2025-10,6,298.0,CNY
E06132,2025-11,15,208.0,CNY
E06132,2025-11,3,298.0,CNY
E06132,2025-12,43,208.0,CNY
E06132,2026-01,1,208.0,CNY
E06132,2026-01,2,298.0,CNY
E06132,2026-02,49,149.0,CNY
E06132,2026-02,1,298.0,CNY
E06132,2026-03,9,178.0,CNY
E06132,2026-04,10,178.0,CNY
E06132,2026-05,12,178.0,CNY
E06132,2026-06,3,178.0,CNY
E06132,2026-06,6,119.0,CNY
