customer_reference,date,quantity,price,currency
L00112,2025-07,6,313.6,CNY
L00112,2025-07,1,448.0,CNY
L00112,2025-08,4,448.0,CNY
L00112,2025-08,15,313.0,CNY
L00112,2025-09,13,448.0,CNY
L00112,2025-09,6,313.0,CNY
L00112,2025-10,41,313.0,CNY
L00112,2025-11,1,448.0,CNY
L00112,2025-11,17,313.0,CNY
L00112,2025-12,5,448.0,CNY
L00112,2025-12,66,313.0,CNY
L00112,2026-01,6,313.0,CNY
L00112,2026-01,5,448.0,CNY
L00112,2026-02,1,448.0,CNY
L00112,2026-02,118,268.0,CNY
L00112,2026-03,1,448.0,CNY
L00112,2026-03,39,268.0,CNY
L00112,2026-04,2,448.0,CNY
L00112,2026-04,38,270.0,CNY
L00112,2026-05,18,290.0,CNY
L00112,2026-05,2,398.0,CNY
L00112,2026-06,7,290.0,CNY
L00112,2026-06,3,398.0,CNY
L00112,2026-06,10,278.0,CNY
