customer_reference,date,quantity,price,currency
E05524,2025-07,754,97.0,CNY
E05524,2025-08,3,348.0,CNY
E05524,2025-08,700,97.0,CNY
E05524,2025-09,256,97.0,CNY
E05524,2025-10,192,97.0,CNY
E05524,2025-11,42,97.0,CNY
E05524,2025-11,2,348.0,CNY
E05524,2025-12,36,97.0,CNY
E05524,2026-01,10,97.0,CNY
E05524,2026-02,189,97.0,CNY
E05524,2026-02,1,348.0,CNY
E05524,2026-03,26,97.0,CNY
E05524,2026-04,1,348.0,CNY
E05524,2026-04,164,97.0,CNY
E05524,2026-05,3,348.0,CNY
E05524,2026-05,21,97.0,CNY
E05524,2026-06,129,97.0,CNY
E05524,2026-06,4,348.0,CNY
