customer_reference,date,quantity,price,currency
E01893,2025-07,30,138.0,CNY
E01893,2025-08,28,138.0,CNY
E01893,2025-09,34,138.0,CNY
E01893,2025-09,118,69.0,CNY
E01893,2025-10,458,69.0,CNY
E01893,2025-10,45,138.0,CNY
E01893,2025-11,405,69.0,CNY
E01893,2025-11,34,138.0,CNY
E01893,2026-01,37,138.0,CNY
E01893,2026-02,721,69.0,CNY
E01893,2026-02,27,138.0,CNY
E01893,2026-03,137,138.0,CNY
E01893,2026-04,72,138.0,CNY
E01893,2026-04,357,69.0,CNY
E01893,2026-05,59,138.0,CNY
E01893,2026-06,36,138.0,CNY
E01893,2025-12,31,138.0,CNY
E01893,2025-12,171,69.0,CNY
