customer_reference,date,quantity,price,currency
E06164,2025-07,27,214.0,CNY
E06164,2025-08,18,214.0,CNY
E06164,2025-09,47,171.0,CNY
E06164,2025-09,16,214.0,CNY
E06164,2025-10,7,214.0,CNY
E06164,2025-10,2,428.0,CNY
E06164,2025-10,15,171.0,CNY
E06164,2025-11,105,171.0,CNY
E06164,2025-12,1,428.0,CNY
E06164,2025-12,22,171.0,CNY
E06164,2026-01,1,428.0,CNY
E06164,2026-01,9,171.0,CNY
E06164,2026-02,88,171.0,CNY
E06164,2026-03,1,428.0,CNY
E06164,2026-03,25,171.0,CNY
E06164,2026-04,59,171.0,CNY
E06164,2026-05,9,171.0,CNY
E06164,2026-05,1,428.0,CNY
E06164,2026-06,2,428.0,CNY
E06164,2026-06,93,171.0,CNY
