customer_reference,date,quantity,price,currency
E06942,2025-07,30,198.0,CNY
E06942,2025-08,18,198.0,CNY
E06942,2025-09,12,198.0,CNY
E06942,2025-09,68,158.0,CNY
E06942,2025-10,1,198.0,CNY
E06942,2025-10,43,158.0,CNY
E06942,2025-11,6,198.0,CNY
E06942,2025-12,4,198.0,CNY
E06942,2025-12,65,148.0,CNY
E06942,2026-01,11,148.0,CNY
E06942,2026-01,5,198.0,CNY
E06942,2026-02,49,148.0,CNY
E06942,2026-02,5,198.0,CNY
E06942,2026-03,11,148.0,CNY
E06942,2026-03,6,198.0,CNY
E06942,2026-04,4,198.0,CNY
E06942,2026-04,16,148.0,CNY
E06942,2026-05,2,198.0,CNY
E06942,2026-05,38,148.0,CNY
E06942,2026-06,8,198.0,CNY
E06942,2026-06,45,118.0,CNY
