customer_reference,date,quantity,price,currency
E04120,2025-07,63,47.0,CNY
E04120,2025-08,43,47.0,CNY
E04120,2025-09,36,47.0,CNY
E04120,2025-10,29,47.0,CNY
E04120,2025-11,1,298.0,CNY
E04120,2025-11,33,47.0,CNY
E04120,2026-01,2,47.0,CNY
E04120,2026-02,3,74.0,CNY
E04120,2026-02,22,47.0,CNY
E04120,2026-03,2,74.0,CNY
E04120,2026-03,18,47.0,CNY
E04120,2026-04,2,74.0,CNY
E04120,2026-04,14,47.0,CNY
E04120,2026-05,2,74.0,CNY
E04120,2026-05,17,47.0,CNY
E04120,2026-06,3,74.0,CNY
E04120,2026-06,6,47.0,CNY
E04120,2025-12,17,74.0,CNY
E04120,2025-12,5,47.0,CNY
