customer_reference,date,quantity,price,currency
E06646,2025-07,3,63.0,CNY
E06646,2025-08,7,63.0,CNY
E06646,2025-09,4,63.0,CNY
E06646,2025-10,1,63.0,CNY
E06646,2025-11,1,98.0,CNY
E06646,2025-11,3,49.0,CNY
E06646,2025-12,1,98.0,CNY
E06646,2025-12,5,63.0,CNY
E06646,2026-01,1,63.0,CNY
E06646,2026-02,43,49.0,CNY
E06646,2026-03,3,98.0,CNY
E06646,2026-03,14,49.0,CNY
E06646,2026-04,2,98.0,CNY
E06646,2026-04,12,49.0,CNY
E06646,2026-05,6,49.0,CNY
E06646,2026-06,1,98.0,CNY
E06646,2026-06,4,49.0,CNY
