customer_reference,date,quantity,price,currency
E05387,2025-07,1,90.0,CNY
E05387,2025-07,67,81.0,CNY
E05387,2025-08,35,81.0,CNY
E05387,2025-09,53,81.0,CNY
E05387,2025-10,12,113.0,CNY
E05387,2025-10,2,106.0,CNY
E05387,2025-11,2,113.0,CNY
E05387,2025-11,10,106.0,CNY
E05387,2025-12,1,108.0,CNY
E05387,2025-12,7,75.0,CNY
E05387,2026-01,3,108.0,CNY
E05387,2026-01,1,108.0,CNY
E05387,2026-02,2,75.0,CNY
E05387,2026-02,6,72.0,CNY
E05387,2026-05,1,145.0,CNY
E05387,2026-05,2,72.0,CNY
E05387,2026-06,5,73.0,CNY
