customer_reference,date,quantity,price,currency
E06120,2025-07,31,196.0,CNY
E06120,2025-08,3,196.0,CNY
E06120,2025-08,1,298.0,CNY
E06120,2025-08,14,196.0,CNY
E06120,2025-09,6,175.0,CNY
E06120,2025-09,32,196.0,CNY
E06120,2025-10,1,298.0,CNY
E06120,2025-10,6,196.0,CNY
E06120,2025-10,19,175.0,CNY
E06120,2025-11,2,298.0,CNY
E06120,2025-11,3,196.0,CNY
E06120,2025-12,37,169.0,CNY
E06120,2026-01,4,298.0,CNY
E06120,2026-01,5,169.0,CNY
E06120,2026-02,420,74.0,CNY
E06120,2026-03,1,298.0,CNY
E06120,2026-03,165,74.0,CNY
E06120,2026-03,5,119.0,CNY
E06120,2026-04,5,119.0,CNY
E06120,2026-04,105,74.0,CNY
E06120,2026-05,59,74.0,CNY
E06120,2026-06,1,298.0,CNY
E06120,2026-06,35,74.0,CNY
E06120,2026-06,24,119.0,CNY
