customer_reference,date,quantity,price,currency
E01927,2025-07,32,198.0,CNY
E01927,2025-08,48,198.0,CNY
E01927,2025-09,33,198.0,CNY
E01927,2025-09,467,99.0,CNY
E01927,2025-10,468,99.0,CNY
E01927,2025-10,20,198.0,CNY
E01927,2025-11,972,99.0,CNY
E01927,2025-11,9,198.0,CNY
E01927,2025-12,24,158.0,CNY
E01927,2025-12,264,79.0,CNY
E01927,2026-01,44,198.0,CNY
E01927,2026-02,1310,99.0,CNY
E01927,2026-02,15,198.0,CNY
E01927,2026-03,33,198.0,CNY
E01927,2026-04,15,158.0,CNY
E01927,2026-04,1070,79.0,CNY
E01927,2026-05,49,158.0,CNY
E01927,2026-06,45,158.0,CNY
