customer_reference,date,quantity,price,currency
E03483,2025-07,3218,55.0,CNY
E03483,2025-08,2209,55.0,CNY
E03483,2025-09,59,55.0,CNY
E03483,2025-09,2423,36.0,CNY
E03483,2025-10,1423,55.0,CNY
E03483,2025-10,518,36.0,CNY
E03483,2025-11,575,55.0,CNY
E03483,2025-11,2,368.0,CNY
E03483,2025-12,1973,40.0,CNY
E03483,2026-01,664,55.0,CNY
E03483,2026-01,1,368.0,CNY
E03483,2026-02,2247,55.0,CNY
E03483,2026-03,378,55.0,CNY
E03483,2026-03,1,368.0,CNY
E03483,2026-04,347,55.0,CNY
E03483,2026-04,507,36.0,CNY
E03483,2026-05,183,55.0,CNY
E03483,2026-05,2070,36.0,CNY
E03483,2026-06,1,368.0,CNY
E03483,2026-06,776,36.0,CNY
