customer_reference,date,quantity,price,currency
E02323,2025-07,40,398.0,CNY
E02323,2025-08,45,398.0,CNY
E02323,2025-09,23,398.0,CNY
E02323,2025-09,1564,199.0,CNY
E02323,2025-10,304,199.0,CNY
E02323,2025-10,15,398.0,CNY
E02323,2025-11,2983,199.0,CNY
E02323,2025-11,13,398.0,CNY
E02323,2026-01,41,398.0,CNY
E02323,2026-02,6574,199.0,CNY
E02323,2026-02,13,398.0,CNY
E02323,2026-03,18,398.0,CNY
E02323,2026-04,13,398.0,CNY
E02323,2026-04,2409,199.0,CNY
E02323,2026-05,31,398.0,CNY
E02323,2026-06,36,398.0,CNY
E02323,2025-12,19,398.0,CNY
E02323,2025-12,848,199.0,CNY
