customer_reference,date,quantity,price,currency
L00116,2025-12,61,548.0,CNY
L00116,2025-12,333,383.0,CNY
L00116,2025-09,2320,548.0,CNY
L00116,2025-10,1105,548.0,CNY
L00116,2025-10,1180,548.0,CNY
L00116,2025-11,231,548.0,CNY
L00116,2026-01,33,548.0,CNY
L00116,2026-01,63,438.0,CNY
L00116,2026-02,10,548.0,CNY
L00116,2026-02,673,411.0,CNY
L00116,2026-03,45,548.0,CNY
L00116,2026-03,145,411.0,CNY
L00116,2026-04,3,548.0,CNY
L00116,2026-04,90,411.0,CNY
L00116,2026-05,2,548.0,CNY
L00116,2026-05,126,411.0,CNY
L00116,2026-06,92,356.0,CNY
L00116,2026-06,7,548.0,CNY
