customer_reference,date,quantity,price,currency
E03009,2025-07,295,40.0,CNY
E03009,2025-08,947,40.0,CNY
E03009,2025-09,850,40.0,CNY
E03009,2025-09,666,26.0,CNY
E03009,2025-10,537,26.0,CNY
E03009,2025-10,1851,40.0,CNY
E03009,2025-11,2,268.0,CNY
E03009,2025-11,1901,40.0,CNY
E03009,2025-12,1,268.0,CNY
E03009,2025-12,1174,40.0,CNY
E03009,2025-12,71,29.0,CNY
E03009,2026-02,2208,19.0,CNY
E03009,2026-02,814,40.0,CNY
E03009,2026-03,1,268.0,CNY
E03009,2026-03,296,40.0,CNY
E03009,2026-04,549,40.0,CNY
E03009,2026-04,142,26.0,CNY
E03009,2026-05,633,26.0,CNY
E03009,2026-06,3530,26.0,CNY
