customer_reference,date,quantity,price,currency
E03557,2025-07,1403,49.0,CNY
E03557,2025-07,3,52.0,CNY
E03557,2025-08,1710,49.0,CNY
E03557,2025-09,325,49.0,CNY
E03557,2025-10,225,49.0,CNY
E03557,2025-10,80,52.0,CNY
E03557,2025-11,82,49.0,CNY
E03557,2025-12,190,52.0,CNY
E03557,2025-12,53,49.0,CNY
E03557,2026-01,46,49.0,CNY
E03557,2026-02,242,49.0,CNY
E03557,2026-02,5,52.0,CNY
E03557,2026-03,86,52.0,CNY
E03557,2026-04,236,52.0,CNY
E03557,2026-05,36,52.0,CNY
E03557,2026-06,173,52.0,CNY
