customer_reference,date,quantity,price,currency
E05838,2025-07,7,348.0,CNY
E05838,2025-08,2,348.0,CNY
E05838,2025-09,2,348.0,CNY
E05838,2025-09,40,208.0,CNY
E05838,2025-10,2,348.0,CNY
E05838,2025-10,107,208.0,CNY
E05838,2025-11,1,348.0,CNY
E05838,2025-12,2,348.0,CNY
E05838,2025-12,453,174.0,CNY
E05838,2026-01,181,174.0,CNY
E05838,2026-01,2,348.0,CNY
E05838,2026-02,679,174.0,CNY
E05838,2026-02,16,226.0,CNY
E05838,2026-03,8,348.0,CNY
E05838,2026-04,6,348.0,CNY
E05838,2026-05,3,348.0,CNY
E05838,2026-06,202,174.0,CNY
E05838,2026-06,1,348.0,CNY
