customer_reference,date,quantity,price,currency
E06129,2025-07,424,148.0,CNY
E06129,2025-08,2,248.0,CNY
E06129,2025-08,224,148.0,CNY
E06129,2025-09,300,148.0,CNY
E06129,2025-10,1,248.0,CNY
E06129,2025-10,122,148.0,CNY
E06129,2025-11,5,248.0,CNY
E06129,2025-11,66,148.0,CNY
E06129,2025-12,3,248.0,CNY
E06129,2025-12,122,148.0,CNY
E06129,2026-01,4,248.0,CNY
E06129,2026-01,32,148.0,CNY
E06129,2026-02,3,248.0,CNY
E06129,2026-02,170,148.0,CNY
E06129,2026-03,5,248.0,CNY
E06129,2026-03,50,148.0,CNY
E06129,2026-04,3,248.0,CNY
E06129,2026-04,67,148.0,CNY
E06129,2026-05,4,248.0,CNY
E06129,2026-05,46,148.0,CNY
E06129,2026-06,1,248.0,CNY
E06129,2026-06,1,148.0,CNY
E06129,2026-06,53,124.0,CNY
