customer_reference,date,quantity,price,currency
E04727,2025-12,1,398.0,CNY
E04727,2025-12,21,71.0,CNY
E04727,2025-12,6,59.0,CNY
E04727,2026-04,1,398.0,CNY
E04727,2026-04,9,71.0,CNY
E04727,2026-04,49,59.0,CNY
E04727,2025-07,230,59.0,CNY
E04727,2025-08,71,59.0,CNY
E04727,2025-09,54,59.0,CNY
E04727,2025-10,5,71.0,CNY
E04727,2025-10,69,59.0,CNY
E04727,2025-11,43,59.0,CNY
E04727,2026-01,9,59.0,CNY
E04727,2026-02,1,398.0,CNY
E04727,2026-02,65,59.0,CNY
E04727,2026-03,60,71.0,CNY
E04727,2026-03,53,59.0,CNY
E04727,2026-05,28,59.0,CNY
E04727,2026-06,7,59.0,CNY
