customer_reference,date,quantity,price,currency
E04524,2025-07,21,196.0,CNY
E04524,2025-08,1,298.0,CNY
E04524,2025-08,2,196.0,CNY
E04524,2025-08,1,298.0,CNY
E04524,2025-08,2,208.0,CNY
E04524,2025-09,19,178.0,CNY
E04524,2025-10,3,178.0,CNY
E04524,2025-10,4,196.0,CNY
E04524,2025-11,2,196.0,CNY
E04524,2025-12,1,298.0,CNY
E04524,2025-12,18,178.0,CNY
E04524,2026-02,15,149.0,CNY
E04524,2026-03,8,149.0,CNY
E04524,2026-04,16,149.0,CNY
E04524,2026-05,3,149.0,CNY
E04524,2026-05,1,298.0,CNY
E04524,2026-06,19,149.0,CNY
E04524,2026-06,6,119.0,CNY
