customer_reference,date,quantity,price,currency
E06643,2025-07,14,31.0,CNY
E06643,2025-08,1,48.0,CNY
E06643,2025-08,42,31.0,CNY
E06643,2025-09,34,31.0,CNY
E06643,2025-10,1,48.0,CNY
E06643,2025-10,33,31.0,CNY
E06643,2025-11,7,48.0,CNY
E06643,2025-11,21,31.0,CNY
E06643,2025-12,1,48.0,CNY
E06643,2025-12,46,31.0,CNY
E06643,2026-01,10,24.0,CNY
E06643,2026-01,4,48.0,CNY
E06643,2026-01,1,31.0,CNY
E06643,2026-02,180,24.0,CNY
E06643,2026-03,93,24.0,CNY
E06643,2026-03,1,48.0,CNY
E06643,2026-04,4,48.0,CNY
E06643,2026-04,75,24.0,CNY
E06643,2026-05,2,48.0,CNY
E06643,2026-05,25,24.0,CNY
E06643,2026-06,7,24.0,CNY
E06643,2026-06,1,48.0,CNY
