customer_reference,date,quantity,price,currency
E06635,2025-07,78,264.0,CNY
E06635,2025-08,81,243.0,CNY
E06635,2025-09,78,243.0,CNY
E06635,2025-09,5,208.0,CNY
E06635,2025-10,95,208.0,CNY
E06635,2025-11,16,208.0,CNY
E06635,2025-11,3,348.0,CNY
E06635,2025-12,1,348.0,CNY
E06635,2025-12,47,208.0,CNY
E06635,2026-01,1,348.0,CNY
E06635,2026-01,11,208.0,CNY
E06635,2026-02,85,208.0,CNY
E06635,2026-03,2,348.0,CNY
E06635,2026-03,21,208.0,CNY
E06635,2026-04,1,348.0,CNY
E06635,2026-04,54,208.0,CNY
E06635,2026-05,1,348.0,CNY
E06635,2026-05,18,208.0,CNY
E06635,2026-06,1,348.0,CNY
E06635,2026-06,106,174.0,CNY
