customer_reference,date,quantity,price,currency
E06381,2025-07,22,148.5,CNY
E06381,2025-07,2,198.0,CNY
E06381,2025-08,1,198.0,CNY
E06381,2025-09,2,198.0,CNY
E06381,2025-09,46,128.0,CNY
E06381,2025-10,28,128.0,CNY
E06381,2025-10,1,198.0,CNY
E06381,2025-11,10,128.0,CNY
E06381,2025-11,2,198.0,CNY
E06381,2025-12,18,198.0,CNY
E06381,2026-01,9,128.0,CNY
E06381,2026-02,4,128.0,CNY
E06381,2026-02,396,79.0,CNY
E06381,2026-03,5,99.0,CNY
E06381,2026-03,112,79.0,CNY
E06381,2026-04,8,99.0,CNY
E06381,2026-04,102,79.0,CNY
E06381,2026-05,45,79.0,CNY
E06381,2026-06,33,99.0,CNY
