customer_reference,date,quantity,price,currency
E05097,2025-07,2,174.0,CNY
E05097,2025-07,82,158.0,CNY
E05097,2025-08,137,158.0,CNY
E05097,2025-09,135,158.0,CNY
E05097,2025-10,69,158.0,CNY
E05097,2025-11,34,158.0,CNY
E05097,2025-12,1,528.0,CNY
E05097,2025-12,11,174.0,CNY
E05097,2026-01,8,174.0,CNY
E05097,2026-02,1,174.0,CNY
E05097,2026-02,113,158.0,CNY
E05097,2026-03,12,174.0,CNY
E05097,2026-03,69,158.0,CNY
E05097,2026-04,101,158.0,CNY
E05097,2026-05,30,158.0,CNY
E05097,2026-05,1,528.0,CNY
E05097,2026-06,47,158.0,CNY
