customer_reference,date,quantity,price,currency
E03049,2025-07,59,149.0,CNY
E03049,2025-08,1,298.0,CNY
E03049,2025-08,52,149.0,CNY
E03049,2025-09,73,119.0,CNY
E03049,2025-09,27,149.0,CNY
E03049,2025-10,18,119.0,CNY
E03049,2025-10,31,149.0,CNY
E03049,2025-11,1,298.0,CNY
E03049,2025-11,38,119.0,CNY
E03049,2025-12,82,119.0,CNY
E03049,2026-01,1,298.0,CNY
E03049,2026-01,31,119.0,CNY
E03049,2026-02,72,119.0,CNY
E03049,2026-03,4,298.0,CNY
E03049,2026-03,46,119.0,CNY
E03049,2026-04,2,298.0,CNY
E03049,2026-04,49,119.0,CNY
E03049,2026-05,1,298.0,CNY
E03049,2026-05,68,119.0,CNY
E03049,2026-06,59,119.0,CNY
