customer_reference,date,quantity,price,currency
E06531,2025-07,2,299.0,CNY
E06531,2025-08,3,299.0,CNY
E06531,2025-08,2,299.0,CNY
E06531,2025-09,2,243.0,CNY
E06531,2025-09,9,299.0,CNY
E06531,2025-10,55,243.0,CNY
E06531,2025-11,1,428.0,CNY
E06531,2025-11,10,243.0,CNY
E06531,2025-12,68,243.0,CNY
E06531,2026-01,1,243.0,CNY
E06531,2026-02,18,171.0,CNY
E06531,2026-03,1,428.0,CNY
E06531,2026-03,47,128.0,CNY
E06531,2026-04,4,171.0,CNY
E06531,2026-04,48,128.0,CNY
E06531,2026-05,32,128.0,CNY
E06531,2026-06,10,128.0,CNY
