customer_reference,date,quantity,price,currency
E03005,2025-07,108,88.0,CNY
E03005,2025-07,708,74.0,CNY
E03005,2025-08,185,88.0,CNY
E03005,2025-09,78,88.0,CNY
E03005,2025-09,844,66.0,CNY
E03005,2025-10,3,22.0,CNY
E03005,2025-10,219,66.0,CNY
E03005,2025-10,84,88.0,CNY
E03005,2025-11,282,66.0,CNY
E03005,2025-11,110,88.0,CNY
E03005,2025-12,30,88.0,CNY
E03005,2025-12,776,66.0,CNY
E03005,2026-01,233,66.0,CNY
E03005,2026-01,68,88.0,CNY
E03005,2026-02,648,66.0,CNY
E03005,2026-02,37,88.0,CNY
E03005,2026-03,300,66.0,CNY
E03005,2026-03,85,88.0,CNY
E03005,2026-04,12,88.0,CNY
E03005,2026-04,648,66.0,CNY
E03005,2026-05,59,88.0,CNY
E03005,2026-05,142,66.0,CNY
E03005,2026-06,922,66.0,CNY
E03005,2026-06,45,88.0,CNY
