customer_reference,date,quantity,price,currency
E02036,2025-07,41,79.0,CNY
E02036,2025-08,94,79.0,CNY
E02036,2025-09,111,79.0,CNY
E02036,2025-10,192,79.0,CNY
E02036,2025-10,2,99.0,CNY
E02036,2025-11,65,79.0,CNY
E02036,2025-11,1,99.0,CNY
E02036,2025-12,13,198.0,CNY
E02036,2025-12,6,99.0,CNY
E02036,2025-12,26,79.0,CNY
E02036,2026-01,2,198.0,CNY
E02036,2026-01,24,79.0,CNY
E02036,2026-01,1,99.0,CNY
E02036,2026-02,366,49.0,CNY
E02036,2026-03,4,198.0,CNY
E02036,2026-03,72,49.0,CNY
E02036,2026-04,6,198.0,CNY
E02036,2026-04,73,49.0,CNY
E02036,2026-05,9,99.0,CNY
E02036,2026-05,70,49.0,CNY
E02036,2026-06,4,198.0,CNY
E02036,2026-06,3,99.0,CNY
E02036,2026-06,2065,19.0,CNY
