customer_reference,date,quantity,price,currency
E02973,2025-07,238,49.0,CNY
E02973,2025-08,1747,49.0,CNY
E02973,2025-09,1645,49.0,CNY
E02973,2025-10,119,49.0,CNY
E02973,2025-11,21,49.0,CNY
E02973,2025-12,2,178.0,CNY
E02973,2025-12,133,49.0,CNY
E02973,2026-01,62,49.0,CNY
E02973,2026-02,542,44.0,CNY
E02973,2026-03,4,178.0,CNY
E02973,2026-03,712,44.0,CNY
E02973,2026-04,176,44.0,CNY
E02973,2026-05,146,44.0,CNY
E02973,2026-05,2,178.0,CNY
E02973,2026-06,2,178.0,CNY
E02973,2026-06,264,35.0,CNY
