customer_reference,date,quantity,price,currency
E01592,2025-12,91,98.0,CNY
E01592,2025-12,579,73.0,CNY
E01592,2025-07,18,49.0,CNY
E01592,2025-07,5281,39.0,CNY
E01592,2025-07,1,98.0,CNY
E01592,2025-08,66,73.0,CNY
E01592,2025-08,4624,39.0,CNY
E01592,2025-08,10,98.0,CNY
E01592,2025-09,1468,39.0,CNY
E01592,2025-10,171,73.0,CNY
E01592,2025-10,15,98.0,CNY
E01592,2025-10,3346,39.0,CNY
E01592,2026-01,1,73.0,CNY
E01592,2026-01,195,73.0,CNY
E01592,2026-01,135,98.0,CNY
E01592,2026-02,951,73.0,CNY
E01592,2026-02,57,98.0,CNY
E01592,2026-03,461,73.0,CNY
E01592,2026-03,143,98.0,CNY
E01592,2026-04,62,98.0,CNY
E01592,2026-04,479,73.0,CNY
E01592,2026-05,48,98.0,CNY
E01592,2026-05,596,73.0,CNY
E01592,2026-06,523,73.0,CNY
E01592,2026-06,152,98.0,CNY
