customer_reference,date,quantity,price,currency
E04555,2025-07,80,133.0,CNY
E04555,2025-08,1,248.0,CNY
E04555,2025-08,1,169.0,CNY
E04555,2025-08,66,133.0,CNY
E04555,2025-09,146,133.0,CNY
E04555,2025-10,77,144.0,CNY
E04555,2025-10,6,151.0,CNY
E04555,2025-11,5,266.0,CNY
E04555,2025-11,67,144.0,CNY
E04555,2025-12,1,266.0,CNY
E04555,2025-12,1,247.0,CNY
E04555,2025-12,11,170.0,CNY
E04555,2025-12,10,151.0,CNY
E04555,2026-01,4,197.0,CNY
E04555,2026-01,11,151.0,CNY
E04555,2026-02,45,111.0,CNY
E04555,2026-02,4,151.0,CNY
E04555,2026-03,19,151.0,CNY
E04555,2026-03,4,266.0,CNY
E04555,2026-04,1,266.0,CNY
E04555,2026-05,37,111.0,CNY
E04555,2026-06,24,111.0,CNY
E04555,2026-06,2,197.0,CNY
