customer_reference,date,quantity,price,currency
E01572,2025-07,49,268.0,CNY
E01572,2025-08,73,268.0,CNY
E01572,2025-09,51,268.0,CNY
E01572,2025-09,771,134.0,CNY
E01572,2025-10,42,268.0,CNY
E01572,2025-10,1526,134.0,CNY
E01572,2025-11,26,268.0,CNY
E01572,2025-11,1646,134.0,CNY
E01572,2026-01,59,268.0,CNY
E01572,2026-02,15,268.0,CNY
E01572,2026-02,5103,134.0,CNY
E01572,2026-03,3,268.0,CNY
E01572,2026-04,34,268.0,CNY
E01572,2026-04,1074,134.0,CNY
E01572,2026-05,43,268.0,CNY
E01572,2026-06,39,268.0,CNY
E01572,2025-12,30,268.0,CNY
E01572,2025-12,456,134.0,CNY
