customer_reference,date,quantity,price,currency
E06134,2025-07,367,138.0,CNY
E06134,2025-08,131,138.0,CNY
E06134,2025-09,73,138.0,CNY
E06134,2025-09,36,110.0,CNY
E06134,2025-10,195,110.0,CNY
E06134,2025-10,20,138.0,CNY
E06134,2025-11,20,110.0,CNY
E06134,2025-11,18,138.0,CNY
E06134,2025-12,7,138.0,CNY
E06134,2025-12,633,82.0,CNY
E06134,2026-02,179,91.0,CNY
E06134,2026-03,77,91.0,CNY
E06134,2026-03,3,138.0,CNY
E06134,2026-04,3,138.0,CNY
E06134,2026-04,126,91.0,CNY
E06134,2026-05,5,138.0,CNY
E06134,2026-05,67,91.0,CNY
E06134,2026-06,268,69.0,CNY
E06134,2026-06,9,138.0,CNY
