customer_reference,date,quantity,price,currency
E06306,2025-12,24,149.0,CNY
E06306,2026-04,2,298.0,CNY
E06306,2026-04,19,149.0,CNY
E06306,2025-07,99,149.0,CNY
E06306,2025-08,95,149.0,CNY
E06306,2025-09,90,149.0,CNY
E06306,2025-10,34,149.0,CNY
E06306,2025-11,2,298.0,CNY
E06306,2025-11,25,149.0,CNY
E06306,2026-01,2,298.0,CNY
E06306,2026-01,12,149.0,CNY
E06306,2026-02,1,298.0,CNY
E06306,2026-02,54,149.0,CNY
E06306,2026-03,2,298.0,CNY
E06306,2026-03,49,149.0,CNY
E06306,2026-05,1,298.0,CNY
E06306,2026-05,33,149.0,CNY
E06306,2026-06,4,298.0,CNY
E06306,2026-06,17,149.0,CNY
