customer_reference,date,quantity,price,currency
E06098,2025-07,2,134.0,CNY
E06098,2025-07,2031,94.0,CNY
E06098,2025-08,2356,94.0,CNY
E06098,2025-08,1,448.0,CNY
E06098,2025-09,1290,94.0,CNY
E06098,2025-10,2,448.0,CNY
E06098,2025-10,1270,94.0,CNY
E06098,2025-11,1,448.0,CNY
E06098,2025-11,471,94.0,CNY
E06098,2025-11,158,62.0,CNY
E06098,2025-12,2,300.0,CNY
E06098,2025-12,512,94.0,CNY
E06098,2026-01,179,94.0,CNY
E06098,2026-02,115,98.0,CNY
E06098,2026-02,320,62.0,CNY
E06098,2026-03,5,298.0,CNY
E06098,2026-03,305,62.0,CNY
E06098,2026-04,4,298.0,CNY
E06098,2026-04,602,62.0,CNY
E06098,2026-05,326,62.0,CNY
E06098,2026-06,80,59.0,CNY
