customer_reference,date,quantity,price,currency
E02035,2025-08,2650,29.0,CNY
E02035,2025-09,2000,29.0,CNY
E02035,2025-10,66,49.0,CNY
E02035,2025-10,318,29.0,CNY
E02035,2025-10,1,98.0,CNY
E02035,2025-11,58,49.0,CNY
E02035,2025-11,1674,29.0,CNY
E02035,2025-11,13,98.0,CNY
E02035,2025-12,2,98.0,CNY
E02035,2025-12,2417,29.0,CNY
E02035,2026-01,301,29.0,CNY
E02035,2026-02,4594,29.0,CNY
E02035,2026-03,25,29.0,CNY
E02035,2026-03,2,98.0,CNY
E02035,2026-04,557,29.0,CNY
E02035,2026-05,215,29.0,CNY
E02035,2026-05,1,98.0,CNY
E02035,2026-06,16,98.0,CNY
E02035,2026-06,7338,9.0,CNY
